0	367	168
1	380	184
2	427	185
3	462	178
4	433	185
5	404	180
6	415	201
7	432	181
8	417	180
9	446	188
10	473	190
11	362	188
12	368	182
13	395	183
14	429	180
15	417	182
16	510	179
17	368	179
18	0	0
19	11	9
20	20	17
21	26	14
22	46	25
23	0	0
24	79	44
25	0	0
26	0	0
27	9	8
28	44	31
29	101	59
30	4	4
31	0	0
32	34	25
33	0	0
34	15	15
35	0	0
36	267	98
37	0	0
38	8	7
39	35	23
40	26	24
41	7	5
42	46	39
43	0	0
44	26	25
45	26	25
46	37	36
47	13	13
48	36	27
49	28	19
50	0	0
51	22	20
52	13	11
53	22	9
54	3	2
55	9	9
56	0	0
57	4	4
58	128	86
59	0	0
60	0	0
61	0	0
62	0	0
63	0	0
64	5	5
65	0	0
66	21	14
67	95	86
68	0	0
69	5	5
70	52	51
71	0	0
72	0	0
73	0	0
74	0	0
75	15	14
76	0	0
77	0	0
78	41	34
79	8	8
80	0	0
81	1	1
82	0	0
83	4	3
84	1	1
85	10	6
86	11	8
87	1	1
88	60	52
89	8	5
90	0	0
91	0	0
92	0	0
93	15	13
94	0	0
95	71	59
96	2	1
97	10	10
98	8	7
99	10	7
100	31	31
101	0	0
102	11	10
103	3	3
104	7	6
105	3	2
106	15	13
107	225	120
108	4	4
109	0	0
110	0	0
111	22	20
112	8	8
113	1	1
114	3	3
115	10	7
116	0	0
117	16	16
118	27	11
119	3	3
120	0	0
121	21	10
122	120	82
123	0	0
124	21	16
125	5	5
126	47	28
127	67	59
128	0	0
129	223	102
130	0	0
131	26	20
132	0	0
133	8	8
134	5	5
135	6	3
136	2	2
137	118	88
138	28	24
139	166	119
140	24	9
141	17	16
142	1	1
143	49	41
144	1	1
145	3	2
146	80	64
147	0	0
148	86	69
149	2	2
150	25	14
151	12	7
152	0	0
153	1	1
154	11	9
155	0	0
156	1	1
157	0	0
158	0	0
159	26	20
160	26	21
161	0	0
162	0	0
163	74	59
164	7	6
165	0	0
166	7	3
167	36	31
168	4	4
169	0	0
170	14	6
171	0	0
172	0	0
173	0	0
174	17	13
175	0	0
176	3	3
177	0	0
178	0	0
179	21	21
180	26	23
181	0	0
182	0	0
183	1	1
184	2	2
185	25	14
186	65	52
187	0	0
188	27	25
189	0	0
190	77	36
191	0	0
192	7	5
193	0	0
194	14	13
195	21	17
196	0	0
197	27	27
198	0	0
199	0	0
200	0	0
201	9	8
202	12	8
203	0	0
204	84	72
205	2	2
206	0	0
207	18	18
208	0	0
209	93	62
210	50	38
211	4	1
212	0	0
213	13	12
214	0	0
215	28	19
216	0	0
217	2	2
218	1	1
219	0	0
220	3	3
221	8	6
222	81	63
223	10	10
224	39	34
225	6	6
226	114	95
227	11	6
228	12	11
229	0	0
230	9	9
231	12	10
232	3	3
233	11	11
234	31	31
235	0	0
236	5	2
237	10	10
238	2	2
239	0	0
240	0	0
241	104	75
242	0	0
243	47	41
244	3	3
245	16	16
246	2	1
247	15	11
248	14	14
249	1	1
250	1	1
251	20	20
252	0	0
253	2	2
254	0	0
255	4	4
256	8	7
257	1	1
258	0	0
259	17	17
260	87	54
261	53	51
262	0	0
263	0	0
264	141	92
265	6	6
266	9	9
267	0	0
268	0	0
269	0	0
270	2	2
271	26	18
272	1	1
273	8	8
274	33	27
275	0	0
276	0	0
277	17	17
278	0	0
279	40	38
280	0	0
281	4	4
282	0	0
283	28	22
284	50	43
285	8	7
286	0	0
287	55	52
288	0	0
289	0	0
290	9	8
291	49	46
292	129	76
293	14	14
294	2	2
295	0	0
296	13	7
297	32	27
298	20	17
299	0	0
300	5	4
301	0	0
302	0	0
303	92	73
304	0	0
305	8	8
306	0	0
307	0	0
308	0	0
309	7	3
310	2	2
311	0	0
312	0	0
313	0	0
314	0	0
315	40	25
316	0	0
317	0	0
318	36	27
319	2	1
320	62	53
321	26	20
322	1	1
323	2	1
324	61	55
325	2	2
326	0	0
327	1	1
328	38	24
329	20	18
330	80	65
331	29	26
332	0	0
333	2	2
334	38	33
335	7	4
336	0	0
337	15	12
338	0	0
339	2	1
340	1	1
341	2	1
342	22	12
343	22	15
344	10	7
345	9	9
346	0	0
347	13	6
348	0	0
349	36	31
350	0	0
351	0	0
352	0	0
353	2	2
354	10	5
355	3	3
356	9	4
357	0	0
358	29	22
359	67	59
360	2	2
361	0	0
362	59	52
363	22	19
364	0	0
365	6	5
366	7	5
367	0	0
368	0	0
369	0	0
370	0	0
371	1	1
372	0	0
373	5	5
374	0	0
375	21	16
376	0	0
377	0	0
378	0	0
379	0	0
380	82	76
381	0	0
382	14	13
383	4	4
384	11	8
385	6	6
386	0	0
387	120	72
388	10	7
389	19	14
390	0	0
391	9	9
392	63	52
393	96	75
394	7	3
395	0	0
396	4	3
397	4	4
398	23	14
399	0	0
400	176	123
401	0	0
402	0	0
403	4	4
404	4	4
405	5	5
406	121	86
407	17	13
408	1	1
409	12	12
410	1	1
411	42	35
412	35	24
413	0	0
414	7	6
415	31	17
416	0	0
417	8	8
418	0	0
419	53	40
420	21	19
421	27	22
422	0	0
423	0	0
424	0	0
425	15	3
426	16	15
427	48	47
428	2	2
429	4	4
430	0	0
431	0	0
432	15	13
433	103	55
434	0	0
435	76	64
436	0	0
437	0	0
438	68	56
439	4	3
440	0	0
441	0	0
442	15	14
443	7	7
444	11	10
445	0	0
446	2	2
447	0	0
